Basic Income, Rent, Food, Transportation, Utilities, Clothing, Leisure, Healthcare, People
272603,68750,25051,32920,13845,14286,9528,8540,1
242453,46789,48836,30839,13139,15682,5296,13704,2
261414,37747,69865,30334,23066,17180,5916,9690,3
171618,62630,59248,31640,18083,13624,11706,10994,4
64012,18287,10649,4852,2117,994,1015,1768,1
33164,21514,10161,5688,2647,1427,1122,2915,2
56361,15443,22736,13705,8129,3686,2515,2576,3
70993,15806,25433,6696,9064,5742,2710,5223,4
75493,43662,19888,6665,3316,3614,1531,5084,1
81376,45444,24176,10572,6837,3548,2176,3300,2
60129,47190,23409,8293,11539,3453,3299,5649,3
214325,39538,18514,11635,5692,6154,4321,7012,4
144135,18351,39442,7432,6657,3587,4962,6544,1
193477,16751,31452,9465,8514,4144,2240,5017,2
79663,18552,39889,15727,13469,5679,4928,10526,3
200946,19901,50272,17019,5734,5898,4009,5551,4
157325,49216,32952,22563,7208,7984,3985,6426,1
180862,47344,76745,15745,15449,6122,3331,6858,2
195737,55939,36247,24294,12258,6378,3350,5838,3
170246,27347,49143,32158,21897,9625,4511,11987,4
270040,46732,34187,21624,7800,13323,4397,8943,1
575514,42050,51537,25171,16938,11376,6727,9448,2
234119,50121,55387,36296,12287,12691,10940,16867,3
325114,42028,82629,45952,16743,18355,8985,20483,4
54904,21322,12212,4746,3530,2715,1103,1246,1
52387,20930,10167,6745,4735,2701,1548,1920,2
51857,16182,17258,7811,6309,3011,2215,3148,3
51577,21368,19740,8630,6461,3288,2729,2839,4
130440,36759,20965,7527,6722,2528,2115,4926,1
86561,46508,24851,7615,5244,2759,2111,3450,2
99867,51022,26055,9042,7332,5787,1718,5340,3
127986,78006,38126,17106,7852,6314,2870,7086,4
175440,12417,29068,8566,7834,2914,3507,2546,1
163818,18752,43830,13569,8767,3730,3938,6200,2
87606,16746,50226,13611,8567,7113,3679,6397,3
135480,14217,36522,20566,8980,7405,3256,6563,4
146253,40571,21336,17458,9495,4408,4096,9518,1
222760,40800,45555,26325,13559,7751,4329,8623,2
164937,55556,61401,17006,16351,5551,6299,8356,3
182731,50822,71972,27407,16955,10672,3946,8701,4
299925,37158,66730,20301,11875,14696,4946,11232,1
220153,49562,52481,34140,18253,12685,8407,10199,2
284097,40750,58543,26576,25508,13812,6166,12241,3
260574,44997,70373,35013,21850,11664,9744,11734,4
58241,19916,10279,3252,1771,2051,1313,1707,1
29944,16268,19881,8767,3885,2713,663,2595,2
43879,15557,19275,11839,6043,4246,1866,3016,3
51096,17384,38479,6252,6778,3681,3486,3625,4
71108,45879,16222,7359,5664,2873,1276,4392,1
90765,38331,15692,13827,6731,3609,2091,4339,2
71689,73859,22588,9203,8575,5179,2157,6755,3
151730,26548,26124,9185,6517,7157,3209,9128,4
132575,30169,30287,8164,8410,4189,4685,5214,1
142266,19824,30225,11574,8459,5369,2361,5806,2
89281,19339,26106,19162,11938,4608,4619,8659,3
153093,23864,40167,17387,6645,5979,3051,11340,4
156800,46949,29485,21741,12795,9065,4103,6959,1
183860,47181,85015,17661,11747,5544,3203,8754,2
135699,37446,66443,15461,10344,9349,4813,5976,3
206265,41295,39611,30218,20580,7691,4591,12423,4
298839,39640,44343,19409,8682,9635,4569,6350,1
380859,56073,59390,17591,14591,10238,6223,8180,2
182250,52944,62978,53478,9224,5973,12210,20939,3
323139,62125,62411,48843,21180,21051,7384,28105,4
47471,13216,10934,4177,2859,2109,1105,2002,1
56225,12599,16580,6357,5030,3680,1266,1540,2
51590,14728,20975,9979,5022,2793,1872,3734,3
54780,18278,14005,9705,5018,3838,1634,3945,4
114721,52514,19641,10088,4384,4037,1959,3194,1
83009,33986,16112,10790,4494,3155,1798,4254,2
62865,54762,26360,9910,6369,6481,2553,5188,3
121387,38168,44974,15824,5307,4104,2775,7096,4
143711,10898,27645,9768,7837,5180,3014,5086,1
113448,24502,31633,17925,7752,4648,3566,6852,2
67827,19289,47738,10778,6682,6882,2941,7217,3
157790,17643,43470,22076,8131,7302,4890,5519,4
167655,54005,37554,28733,12134,7439,2925,8693,1
143046,47962,41992,17821,10057,5103,5901,10828,2
190230,57598,40578,19999,14512,10379,5571,7205,3
205202,49671,31799,13352,15614,9868,4663,7413,4
347235,48263,29183,18721,11572,15318,4924,11831,1
276659,45868,57526,17979,12041,12463,7791,14773,2
253007,31700,69507,24241,22854,15045,5089,13244,3
274481,46004,76211,38227,15115,16202,14338,13038,4
66025,30380,8545,3917,1994,1365,744,2048,1
35978,21404,13643,7985,2499,1992,1424,3121,2
49511,14145,21102,17079,10728,3474,2130,2517,3
67228,13457,39409,7141,5087,3919,2126,4178,4
69377,61717,13252,5531,5135,2573,1515,3603,1
63690,48752,16647,13553,9419,2912,1822,3806,2
69817,48106,26479,9042,14055,4874,2101,6878,3
158229,29422,28789,9595,9034,6628,4131,9229,4
95264,22897,30038,5040,10095,4262,4138,6994,1
146034,23666,33232,7238,8284,6101,2289,5535,2
125807,15010,26709,19484,10141,6959,4133,4874,3
176559,17755,40050,19181,8979,5569,7365,5394,4
148478,47697,41023,18787,11346,6584,4548,5809,1
219996,43415,61790,13479,13686,7036,2267,7215,2
196168,49280,38441,20532,8823,8148,3489,8670,3
206023,34241,39110,29984,26281,6350,3538,13275,4
282492,35551,47151,16744,6954,7426,4463,8661,1
671422,37344,51428,25404,20566,8148,5421,15052,2
221492,50000,53211,22771,18357,8615,9070,21504,3
342992,50611,82677,55291,26636,13030,7606,18689,4
60392,15164,8419,3023,3329,1552,1162,1658,1
52974,24497,14259,5103,2979,1851,1288,1739,2
40150,25927,22160,9426,5989,3167,976,1990,3
38930,18920,17588,12901,6394,3528,2498,2724,4
65194,37310,23230,6640,4919,3024,2165,3575,1
99636,35717,27001,9703,4954,3802,2080,6170,2
61286,45003,29518,14925,6306,6889,1727,4768,3
115755,65518,38569,14763,8995,4976,2809,4183,4
154596,20651,19778,7112,6944,3467,2918,3839,1
110132,15376,34595,12442,5987,4618,4806,6530,2
108984,13091,46901,10860,11297,8252,3115,6479,3
158710,11828,32482,26514,10901,6005,4536,6674,4
281541,43312,26056,16569,11673,5512,3744,6888,1
198867,33229,59644,14209,14342,5858,5357,6640,2
131702,61151,36444,21770,10139,8906,6464,6430,3
167109,62183,52351,22753,19544,6318,6317,5721,4
234422,30478,27740,19160,11827,14566,4896,8794,1
282505,48210,55432,22582,14563,10655,8664,14963,2
416837,62740,56301,29765,24896,9954,6465,17022,3
217671,41565,64489,28146,26025,23513,12181,13119,4
72219,19866,8861,2250,1500,1673,1021,1520,1
23897,17201,9662,5980,3523,1952,1314,3039,2
43205,12796,12828,10388,6623,4899,2492,1627,3
55942,22814,39735,6941,13519,3874,2492,7658,4
83881,28636,16113,8979,5350,2795,1144,4724,1
130005,43703,17444,10914,9219,2827,1554,4345,2
77172,68614,16216,7348,13393,4997,5273,5723,3
120149,20448,17613,9615,7326,8293,6025,6203,4
187169,19317,35358,13984,7470,2551,6797,8311,1
153363,17979,45853,8136,8861,3851,2616,3442,2
89611,20040,23093,21793,12253,5638,4948,5992,3
170308,13080,31064,14909,6403,5205,4098,6531,4
181786,53421,21064,16442,6388,8393,5804,5700,1
206319,40573,100551,12651,15615,7468,3822,8377,2
144462,33799,72190,16411,14262,7310,2820,10244,3
174873,22367,37096,15810,23155,6717,3925,5487,4
273034,39958,53660,18165,10572,9339,5305,6284,1
566757,50220,49036,22015,19016,11647,6890,11811,2
240271,64552,68522,50643,13273,6834,10915,17801,3
384956,42588,76837,52162,16834,23221,7638,21161,4
35333,16125,13060,5582,3100,2990,963,1575,1
70649,17328,15590,9625,5722,3668,967,2643,2
41575,17215,17087,10884,4824,3580,1722,2560,3
38100,16525,20041,12591,4786,4780,1575,4262,4
87439,55997,14549,7640,5810,3746,1630,4951,1
64482,29284,20852,8790,6106,5506,2841,5045,2
51908,47178,22302,9315,8906,6165,1749,3588,3
170287,48181,46120,12305,7049,5412,3034,8418,4
133575,10276,30862,9692,6743,3432,3047,4030,1
148251,22956,38704,13327,8467,4652,2459,4787,2
74265,13350,47910,19043,9716,9028,5745,4455,3
131264,20050,55814,15671,5673,7270,4496,8016,4
125123,38955,34044,12199,11014,5984,3297,7269,1
228252,39625,65197,16323,11927,7281,5492,8468,2
129292,76785,53686,19951,14055,8688,6625,6967,3
235268,55076,58202,18045,19991,8449,6725,9100,4
285123,45925,26379,25365,14968,12268,8305,7909,1
298950,43865,59406,32602,15232,14480,7199,17857,2
338183,39283,59295,33448,22087,23160,7512,9343,3
181980,31487,63403,27027,18501,13223,11407,13287,4
46356,25500,8070,4907,2164,2111,941,1856,1
55564,15863,12690,6611,2231,2262,1388,2359,2
64984,16925,19311,11042,5022,2599,2138,2902,3
73266,14715,19359,10265,6398,3051,2848,4003,4
99619,46959,22415,5140,4681,3064,1511,3264,1
63881,48963,18869,11182,5039,4194,2312,4668,2
79320,37459,33072,15407,8944,5581,3390,7266,3
104055,49942,37291,19601,9424,5372,3231,7100,4
139141,22451,32946,9063,6595,3308,2775,6902,1
159501,16458,32381,10865,9391,6516,3397,7100,2
146072,20783,55400,13142,10701,4602,4132,6724,3
155543,23766,40430,15573,7226,7171,3873,9181,4
179595,44322,43453,10951,11105,4771,3967,7450,1
219903,38702,43218,17152,13760,7708,5938,7022,2
208358,38172,54091,23085,16587,8083,5447,7216,3
189640,42128,53496,29796,16737,7412,6501,6642,4
350904,58210,48925,20214,13325,11218,4274,10169,1
398518,51364,60788,24679,18907,13983,6616,14248,2
316945,42763,59203,23259,14050,13378,8031,19263,3
316605,52132,81992,33927,21181,19243,9418,17696,4
56199,19715,8079,3299,1713,1704,1068,1972,1
43973,19905,10220,6387,2798,1996,1040,3056,2
53979,14780,15329,10902,7653,4643,2432,3545,3
55235,15063,26605,10205,4286,2990,2142,5402,4
85071,53196,18269,7730,4382,3595,1427,3727,1
95332,49383,28529,11554,7575,4751,2400,4312,2
68234,46723,20979,10021,9040,3043,2457,5724,3
177191,35792,21785,11064,5522,8971,4028,6634,4
164918,26781,34886,6758,6779,3817,4110,6587,1
162091,21301,30828,11141,8212,5631,2456,5045,2
116943,21719,32155,16095,10233,5283,4521,9818,3
166259,14499,43854,16272,8834,5779,4464,8134,4
180586,47029,32488,13403,10432,7658,4376,5340,1
167693,42265,57168,15748,16573,6530,3213,7427,2
215556,61628,39494,20703,8420,9152,2892,7113,3
152092,36480,60184,24067,17076,9088,3404,9935,4
265401,51176,43476,17339,8441,10342,4468,9690,1
400351,54340,67854,23669,22399,11110,8914,13637,2
213954,54132,70262,29326,14741,10536,11305,19885,3
329758,41311,89149,50211,19713,21367,12714,20715,4
49496,16217,11803,4071,2571,1842,936,2221,1
49577,15478,12401,7196,3120,3019,1530,2533,2
34653,17793,20572,11587,5490,2626,1903,2942,3
54639,19896,22746,12223,6579,3578,2368,2456,4
107144,43042,21172,6773,5722,2473,1597,4976,1
95170,33720,30088,8039,7484,3560,1765,2882,2
82982,42366,27955,8308,7638,5338,1706,5612,3
124780,54966,44356,14489,8014,5884,3212,6294,4
143266,19347,30163,8475,9435,3468,3706,4269,1
136285,16855,27552,9969,7885,5299,4015,5735,2
105571,20662,33321,10588,8112,6586,4100,6704,3
139061,19311,51272,15948,11705,7049,3797,6905,4
238271,40680,27410,16074,8950,5697,3526,10883,1
245099,48595,39427,28784,12240,6676,6136,8633,2
228479,40439,59384,20687,14764,6695,4732,7848,3
199565,52074,45585,18327,15998,9257,6453,10342,4
310716,40157,45636,19375,16487,14293,4008,7353,1
240089,43385,59123,23122,13590,13566,6334,11316,2
358187,33541,67689,30030,19415,13490,7906,16899,3
249778,50340,64852,47495,20590,12021,11417,15068,4
67066,17716,8068,4370,1275,1651,1034,1591,1
32463,19028,13889,8770,3341,2348,927,2250,2
67319,16566,18453,12403,8074,4129,2315,2311,3
50973,15828,34749,5587,6056,4408,2628,4602,4
87021,51686,13724,5241,3824,4033,1552,6248,1
94907,46609,19628,8446,5863,3998,2441,4698,2
81769,60220,22566,5476,12461,4120,2120,5946,3
113008,31477,19298,7649,6642,8638,4028,7953,4
155115,25486,39994,7670,7634,3837,3871,5958,1
123780,16842,27916,14128,6434,4993,1936,4151,2
103352,18710,24107,15245,10683,7073,4413,8221,3
170324,17965,50029,19767,7572,7294,4863,4919,4
127406,50884,27774,23765,10273,7220,5042,4480,1
219477,52230,76526,11950,15736,7245,3907,6417,2
186943,45201,60771,20240,12265,8351,3441,8079,3
175567,27997,25985,21379,28698,7289,3930,9104,4
286999,49644,44417,16979,8174,12055,4479,9141,1
506086,42381,45512,17145,16940,9576,7375,10125,2
163909,56364,56243,44782,15242,8453,9233,26006,3
460845,37734,77332,40935,18903,17545,8998,25557,4
66021,17745,10298,6530,3527,1888,865,2027,1
69153,19551,13837,7286,4209,2919,1227,2416,2
48711,14961,19364,9590,4814,3484,1755,2891,3
40269,16391,13670,11107,5524,3820,2279,3721,4
94236,68293,16335,7338,6081,3447,1689,4336,1
81350,26725,20821,10192,5832,4671,1990,5948,2
75475,38102,22806,8384,7510,4618,2791,4088,3
192084,36695,56303,13163,8597,4985,3540,8872,4
198540,13692,22910,10939,8253,4465,3234,4704,1
141041,20631,32347,13335,7263,3638,3014,5156,2
73656,19484,35017,15925,9032,6038,4198,6088,3
165058,17273,32033,21013,8647,7486,3540,6022,4
136700,34009,29905,15362,7921,5778,3502,11381,1
159946,43002,48313,17775,11926,7718,4843,10789,2
153491,55470,52487,14822,10350,10014,5086,8281,3
198939,54612,45898,16311,15632,10199,6174,10627,4
275830,35019,36571,24912,11299,13054,5925,9042,1
240186,54930,41780,28147,12663,16632,7255,8549,2
224373,43761,64710,26924,19374,12302,6036,13762,3
265885,42773,64840,40314,16384,19027,15790,11857,4
57163,18566,8653,4674,2166,1079,846,1951,1
41836,24968,13093,9591,3678,1392,1122,2408,2
63337,15084,16913,8371,8674,3605,2945,2057,3
59256,16484,32755,7278,5169,4041,2376,5234,4
77695,46675,12722,5371,5411,3597,1070,4390,1
87886,46443,20941,12285,7343,3901,2080,5343,2
59265,46591,22153,10159,12174,3168,2610,5677,3
118385,35961,21194,14313,7419,7476,4038,9896,4
131311,17558,38597,4741,10110,5292,2759,4456,1
174154,13293,29162,8151,10278,5358,2335,4645,2
156946,21089,24404,12555,8474,6934,3658,7121,3
125149,24902,45307,16969,9269,10457,4421,5509,4
181015,42642,41018,19296,9027,6005,4825,5273,1
231730,40252,83214,14048,12848,7568,2596,7162,2
193989,58966,44606,24200,10559,6671,2886,7791,3
225391,27035,46881,31131,27466,8158,3239,14107,4
282350,45620,36719,16023,9592,9712,3975,10024,1
570189,52141,70650,33525,15996,8737,5086,10783,2
221206,60019,50192,32591,11110,9404,12366,18679,3
311050,51540,79183,33453,20307,13846,7700,25462,4
71832,14250,9495,3875,2856,2639,1103,1911,1
35068,18583,19230,6484,3203,2141,1390,2066,2
39359,24152,18569,8625,6833,3207,1119,2192,3
31476,20048,19312,9951,6297,4032,2141,2785,4
113223,70192,24480,6191,6164,2808,2219,4412,1
106599,38903,23142,8967,4355,4179,2466,4690,2
78939,53448,28770,8498,6982,5442,1962,5250,3
166413,63534,42287,14268,9562,5608,3561,7864,4
119663,19719,20240,8000,6221,3478,2153,4823,1
137918,14763,29156,11688,6871,4209,4937,5519,2
90655,12247,45378,15670,12312,7272,3743,7015,3
186740,16845,35072,24029,13001,7420,4762,5631,4
208120,31704,23735,17387,10834,5814,3584,8258,1
221829,30805,43275,16666,11026,5998,5472,7411,2
173683,41801,56336,25105,14203,8861,5627,9959,3
204917,58850,49673,20544,22710,7258,5284,7409,4
186426,32681,35094,22112,14078,12278,5562,10431,1
261588,39149,67625,26083,16372,10969,7865,14825,2
386305,58620,71222,24519,20208,11681,8672,16029,3
200522,41254,66898,26860,25978,17792,10456,15856,4
75801,20499,10247,3288,1581,1530,871,1827,1
27574,14289,17062,5772,2860,2351,994,2257,2
49642,16510,12827,8001,4633,4112,2074,2384,3
49976,20418,48063,5536,8227,3255,2208,5802,4
74129,39621,9265,7999,6689,2996,1729,5073,1
74766,51296,22085,10917,7733,3937,2161,3563,2
82434,74301,22387,6441,13954,4336,3268,4363,3
135762,31693,19609,8406,7662,7005,4781,6248,4
140380,22162,31069,8291,7107,3978,6071,6320,1
119564,13903,25051,10555,7964,5193,2548,3865,2
101154,19275,26165,15306,10167,5323,3366,7898,3
135026,18998,38402,15032,7245,7227,4370,7867,4
152589,46493,25629,18317,7413,10506,4238,5839,1
175542,53052,80630,12103,11754,6831,3637,7433,2
127428,41964,95700,19439,11937,6856,3277,5823,3
192309,26009,25061,21644,29489,6961,4855,9056,4
233791,42302,30940,15563,9558,9697,5184,9519,1
394885,53409,39582,17123,23549,10634,7755,7676,2
187427,66405,52277,36638,12379,8193,8586,20266,3
335904,51318,89050,48543,23681,19879,9491,14620,4
58526,17014,8042,5072,3147,2768,1006,2041,1
66858,13454,21201,7302,4507,3285,1041,2499,2
40050,15288,17304,9981,5131,4203,1833,2326,3
43838,11475,12689,9716,5538,4679,2464,3010,4
105070,61638,17713,9650,4435,2476,1608,4087,1
78124,24724,21204,10074,4374,3952,2937,5367,2
82881,52827,25032,8049,7691,6374,2228,5421,3
166279,50988,41564,14599,8904,5028,2334,9300,4
153356,9140,25714,6798,10254,2964,4297,3938,1
135852,17156,35846,14758,6728,5963,3431,5379,2
91142,18763,33926,9535,7808,7434,4203,4856,3
209912,17028,37538,20927,7936,7876,4990,7389,4
201908,37784,34909,19875,8525,4833,3373,6917,1
181952,41176,60741,20854,12263,6367,5822,9386,2
188301,68864,61447,13974,10922,7735,5814,8650,3
192923,55448,41749,14544,13162,9136,5980,10511,4
218050,51021,24659,28628,18361,13670,7276,12172,1
257421,42125,53184,25472,14634,15252,6559,14445,2
234260,31218,61550,29878,26736,17458,6850,14646,3
186942,54850,74479,37037,16541,16234,13304,11787,4
60784,18218,8959,5245,1497,1326,875,1918,1
37318,17588,13657,7515,2624,1784,857,3146,2
61245,13211,18458,10790,10176,2815,2583,2896,3
55233,15595,22353,6044,8766,5727,3137,4170,4
75745,45102,15025,6202,3454,3027,1585,6069,1
94313,57230,22646,13717,6626,3299,2492,4831,2
61380,55199,22888,7900,10679,2934,2430,7137,3
148573,53920,24560,10469,8367,9218,3982,5671,4
157925,27954,33381,6739,8603,4675,4252,7891,1
174017,13492,26173,9302,10509,6072,1994,4730,2
88106,19140,30315,10200,10850,6395,4443,9628,3
155290,16519,38873,17843,6806,6926,3673,6191,4
199894,45583,22482,18700,6223,6735,3793,5678,1
145398,40559,66289,16477,13601,6119,3519,8027,2
184217,46761,37287,21653,12900,5678,2575,9327,3
243812,24743,47082,29454,20819,10513,3931,9491,4
214028,53488,32854,14258,8874,10456,4576,9344,1
612806,49900,57648,21470,14606,9652,5148,14758,2
263054,56355,69680,41030,14261,11263,12721,15206,3
277467,36913,61721,40501,22207,21625,9452,18508,4
73992,21013,11819,4203,3131,3239,1290,1620,1
59270,23891,10910,5316,3828,2544,1679,1861,2
36736,15746,17277,8128,6466,3840,1936,2947,3
45307,17742,20520,11498,6148,3074,2599,3158,4
81732,32927,12009,8493,6179,2447,1603,4174,1
93414,41976,24330,7284,4860,4262,2105,3097,2
95503,50137,23313,9525,6916,6032,2816,5358,3
117994,61439,32748,14228,9599,5065,3117,6726,4
129610,14555,29776,10458,6157,3107,3900,4054,1
166508,24589,39027,10418,5958,4087,3244,6288,2
140644,18695,41524,16233,7565,6741,3974,8657,3
152191,15131,49244,25590,9188,6771,3483,7907,4
181515,39750,22768,21451,9013,6191,3587,4461,1
193355,40767,40388,26742,15590,8788,4576,7838,2
144106,58494,47473,22665,14475,7129,6127,8714,3
161565,37280,61121,23083,17822,10975,5688,6200,4
235360,41112,44798,21171,11145,17077,4545,14431,1
321175,45969,53220,24608,21894,10613,9920,10397,2
246352,33637,82837,27857,30467,14138,7446,12272,3
248596,36835,56425,36698,26405,16716,10628,9113,4
57160,13760,10635,5169,1752,1831,1475,1653,1
34218,17877,15660,8271,4375,2159,818,2342,2
48976,18646,18086,12247,6321,4360,2498,2288,3
60462,13718,43545,6763,8423,3977,2473,5052,4
77357,44586,12809,4986,4710,4149,1267,4701,1
84723,36558,19225,12860,6021,5039,2134,4741,2
67208,59123,21695,8318,11739,3894,2714,4920,3
119635,28588,21083,9007,6324,6707,5433,7171,4
155661,24938,36061,8427,9929,2932,5220,6515,1
113242,20401,32083,12577,7343,5638,2380,5227,2
109413,22160,33413,15203,11977,7341,3424,7447,3
125511,27158,32406,17236,8529,4983,2790,8859,4
195174,50027,32899,18380,10403,6713,5044,6742,1
193739,56114,66946,16796,11259,6776,3033,6130,2
160884,30661,58525,13123,10114,6956,3757,8976,3
263074,30789,34248,26988,19329,7688,4366,7680,4
265229,28730,50230,17468,8567,12104,4078,5136,1
457022,46560,60525,18076,21701,12083,5626,11275,2
178754,46487,59222,41437,11906,6629,13613,21940,3
348355,47061,66878,45170,21366,22952,5857,21636,4
70192,13996,13551,4912,3590,2087,1031,1694,1
54230,20151,10258,6480,4415,2860,1108,1726,2
51603,13903,20164,9026,5048,2696,1442,3340,3
45674,23433,11497,7893,4899,4432,1744,3471,4
99873,64744,24761,8598,2501,3028,2377,2738,1
67259,34692,16423,12022,7420,4007,2446,4565,2
69872,50490,25606,10480,6769,6448,3338,4806,3
102702,45515,44670,17025,11320,6980,1884,7220,4
129186,17836,29192,7692,11083,3645,3633,5294,1
162508,14939,31295,14491,9904,4848,4699,5677,2
50819,16590,47949,13492,7289,6493,3094,5548,3
156851,17036,29649,19031,9566,6801,5096,6223,4
158823,36720,35395,17430,9135,6123,3632,9030,1
159447,42830,49974,15702,12881,5036,5044,12376,2
174570,60922,39412,17977,8477,10683,5688,7148,3
166545,55761,51542,18815,15282,8683,5595,9040,4
295759,46350,42973,15589,14655,16117,5238,10726,1
284924,43937,57468,28283,14380,14213,7570,11951,2
352653,39347,77315,23526,23090,15006,5261,20707,3
284737,51581,74359,41234,14053,13616,9351,9223,4
81555,21622,9362,3708,1994,1528,785,1846,1
26786,16624,12881,7928,2916,1933,1186,3610,2
71690,16788,24798,14022,11720,3759,2250,2111,3
64435,18506,22938,7122,5650,3600,2775,4648,4
59538,52239,19095,6385,5615,2729,1409,4929,1
62318,42867,15937,12033,10181,3812,1747,4843,2
62581,43828,26444,8606,12902,3714,2373,6557,3
180768,33435,18976,13402,7620,6728,3621,8953,4
131535,16812,26257,5467,6808,3919,3947,5668,1
131538,18897,26424,10607,10725,5662,2781,5216,2
140781,15608,34515,17775,9119,5927,3925,4709,3
183497,18522,47269,21327,7051,7603,7364,6037,4
110038,52100,27878,17180,11705,6153,4883,5017,1
260725,31091,61189,15279,16347,7052,2968,6313,2
146039,43455,44831,17754,10640,6327,3313,7915,3
130698,29667,52538,18448,29113,6505,5388,16746,4
296392,30473,52494,19992,5963,7286,4074,10811,1
732517,30083,67559,24588,19378,9941,5661,10793,2
217302,47279,64426,27052,15268,12110,10762,17020,3
387368,34162,97281,44304,20967,16068,11217,25177,4
41483,17129,8273,3059,3375,1880,1300,2046,1
67490,19926,16021,5589,3639,1611,1314,1753,2
44274,25598,22207,7749,6477,2610,1413,2109,3
25045,23947,21687,11174,7284,4214,2417,2339,4
102443,66687,17438,6832,4534,3026,1541,3348,1
81238,35547,26273,7571,6417,4213,2380,4544,2
74578,51031,38048,12422,9138,8186,2347,4657,3
123923,44703,45257,21788,9423,4697,3149,7116,4
112249,17115,23907,8950,7817,3471,3167,2811,1
143765,15584,37600,14728,7454,3545,5383,4997,2
140490,11587,42009,10295,10947,5825,3228,5130,3
178708,15307,21563,21877,9178,7289,4358,5680,4
266949,50115,29037,20880,12589,5124,4298,7737,1
240602,36902,61141,22479,13213,5945,5635,8155,2
183203,55381,34454,15657,10318,7091,7156,7674,3
158521,57793,59516,18942,19270,8099,6228,6595,4
214186,47832,32904,21667,8672,16597,5159,7751,1
316670,50183,66140,22222,22639,10769,6783,11652,2
375944,56819,55152,24936,21803,11264,6470,23435,3
209957,37624,47202,29559,33684,20780,12403,14195,4
55867,15924,11880,2995,1679,1399,906,2553,1
34980,21302,13079,8397,3826,2568,1308,2716,2
59928,14150,16356,8316,6487,4351,2293,1917,3
62281,17952,47645,7666,9899,3794,2710,7083,4
69449,47440,19257,8375,7046,3024,1273,5947,1
78680,40983,19422,11906,8953,4022,1056,4004,2
61624,53237,18103,4907,11613,4739,4880,5618,3
136344,25354,23018,6840,7294,7717,6207,7561,4
197799,17386,37125,9372,8223,3376,4479,7330,1
133537,13490,26443,12879,8583,4496,2476,3961,2
104833,22406,21881,16410,13143,4597,4083,7800,3
145715,14567,35863,14680,6071,5589,4571,7464,4
167800,61180,21980,15173,7597,7959,5406,7283,1
240931,29564,89235,15257,13754,6717,3718,5697,2
177213,41005,86870,14080,10395,7815,2322,8160,3
127613,32423,47551,25689,20990,8495,3107,6042,4
395261,43723,53837,24428,8750,11704,4492,6164,1
464627,44548,39049,18041,20467,8619,5720,10377,2
206994,64634,60679,37013,9750,6335,8417,22568,3
400135,53651,89943,49124,23196,20293,10444,21804,4
39253,19772,9799,5206,3306,3178,1089,1738,1
54131,13870,22197,10003,4644,3576,896,1973,2
33672,16464,19295,7521,5024,4066,1551,2668,3
52443,19325,18250,7813,4742,7280,1848,4078,4
95426,53587,13853,10696,4314,3321,1615,3591,1
50917,46977,17252,10163,5620,3982,2993,6979,2
49986,56377,29034,8823,8738,6353,2217,2973,3
169499,44717,47160,15874,8480,5292,2195,8009,4
173007,11926,25787,8184,7706,3340,2551,5069,1
153394,18413,31330,15136,7358,5105,3432,4651,2
70245,17144,35662,10769,7218,6342,4576,5618,3
175618,20407,51969,22702,7722,7815,4582,6376,4
130750,32754,31677,12844,9408,5849,3136,7586,1
195135,44671,68315,18589,9952,6672,6111,7743,2
117222,77464,50980,18885,13085,8584,6838,8521,3
183390,67758,56160,17061,16101,8241,6262,8281,4
238058,44646,27741,29279,14966,12961,7683,8254,1
234019,34079,40932,34584,11174,15748,6703,15963,2
233169,41176,57322,30641,23189,15514,5058,7948,3
112550,24300,55406,27050,23025,12890,11139,12468,4
50073,24564,6476,6270,1918,2205,1013,2043,1
59513,13273,17186,8733,4270,2269,1438,2661,2
58634,18079,17051,7986,3738,2344,1954,2401,3
59970,21655,21648,10299,5750,3132,2490,3543,4
116246,57627,23050,6233,4400,2256,1930,3601,1
98168,61749,18864,9837,5481,4859,1938,3532,2
119504,31010,32945,15137,7312,4333,2325,5816,3
108941,45054,30033,15273,7222,6321,3924,6185,4
141919,21298,36535,10499,6677,3529,2053,5526,1
159992,21074,27795,11779,10228,4738,3485,6529,2
179807,16337,55739,11592,10203,5372,3823,5875,3
179461,19601,53333,20232,8477,7139,3709,10786,4
190419,50210,51781,14476,9788,4866,4855,5833,1
177140,41576,61220,19290,16945,7800,5258,6856,2
231678,45115,54529,18122,15033,7592,6129,8619,3
170242,49124,55248,26587,12131,7973,5329,9075,4
273878,49021,43146,21568,14935,8773,3647,9180,1
353031,50913,67844,22586,16202,13825,4451,12415,2
300380,41698,56272,32125,16626,13046,9551,17971,3
305765,44126,76799,44646,22830,17278,8857,18282,4
56099,15455,8059,4465,2106,1874,1179,2187,1
33908,24555,11997,3702,2819,2773,783,3896,2
50844,11474,19207,14819,5314,2805,2751,2956,3
51561,18727,22248,6474,6435,4916,3162,6655,4
88439,55975,16424,5770,3713,3468,1354,4803,1
86087,57832,17768,10167,5758,3246,2370,5147,2
74340,71544,22893,10011,8769,2828,2409,6533,3
101828,42510,29561,11775,8683,7373,3265,6289,4
171934,22678,38315,7317,10301,4353,3182,5909,1
166684,17876,32221,9936,11974,6843,2584,4045,2
172362,17930,24283,13997,8905,6891,4965,8911,3
203271,16064,46631,17069,11163,6335,4925,6519,4
282642,37378,28316,17054,8301,6233,5702,4516,1
